,filtro,nome_arquivo,ground_truth,qtd_encontrada,margem_erro
41,gauss,../dataset/BCCD/JPEGImages/BloodImage_00043.jpg,12,11,-0.08333333333333333
42,gauss,../dataset/BCCD/JPEGImages/BloodImage_00044.jpg,13,13,0.0
43,gauss,../dataset/BCCD/JPEGImages/BloodImage_00045.jpg,23,14,-0.391304347826087
44,gauss,../dataset/BCCD/JPEGImages/BloodImage_00046.jpg,22,12,-0.45454545454545453
45,gauss,../dataset/BCCD/JPEGImages/BloodImage_00047.jpg,17,15,-0.11764705882352941
46,gauss,../dataset/BCCD/JPEGImages/BloodImage_00048.jpg,15,10,-0.3333333333333333
47,gauss,../dataset/BCCD/JPEGImages/BloodImage_00049.jpg,17,15,-0.11764705882352941
48,gauss,../dataset/BCCD/JPEGImages/BloodImage_00050.jpg,10,10,0.0
49,gauss,../dataset/BCCD/JPEGImages/BloodImage_00052.jpg,15,14,-0.06666666666666667
50,gauss,../dataset/BCCD/JPEGImages/BloodImage_00053.jpg,11,15,0.36363636363636365
51,gauss,../dataset/BCCD/JPEGImages/BloodImage_00054.jpg,13,9,-0.3076923076923077
52,gauss,../dataset/BCCD/JPEGImages/BloodImage_00055.jpg,10,11,0.1
53,gauss,../dataset/BCCD/JPEGImages/BloodImage_00056.jpg,11,12,0.09090909090909091
54,gauss,../dataset/BCCD/JPEGImages/BloodImage_00057.jpg,8,10,0.25
55,gauss,../dataset/BCCD/JPEGImages/BloodImage_00058.jpg,8,7,-0.125
56,gauss,../dataset/BCCD/JPEGImages/BloodImage_00059.jpg,12,6,-0.5
57,gauss,../dataset/BCCD/JPEGImages/BloodImage_00062.jpg,11,15,0.36363636363636365
58,gauss,../dataset/BCCD/JPEGImages/BloodImage_00063.jpg,9,10,0.1111111111111111
59,gauss,../dataset/BCCD/JPEGImages/BloodImage_00064.jpg,10,12,0.2
60,gauss,../dataset/BCCD/JPEGImages/BloodImage_00065.jpg,5,7,0.4
61,gauss,../dataset/BCCD/JPEGImages/BloodImage_00066.jpg,8,7,-0.125
62,gauss,../dataset/BCCD/JPEGImages/BloodImage_00067.jpg,11,11,0.0
63,gauss,../dataset/BCCD/JPEGImages/BloodImage_00068.jpg,9,9,0.0
64,gauss,../dataset/BCCD/JPEGImages/BloodImage_00069.jpg,12,15,0.25
65,gauss,../dataset/BCCD/JPEGImages/BloodImage_00070.jpg,10,13,0.3
66,gauss,../dataset/BCCD/JPEGImages/BloodImage_00071.jpg,8,9,0.125
67,gauss,../dataset/BCCD/JPEGImages/BloodImage_00072.jpg,3,4,0.3333333333333333
68,gauss,../dataset/BCCD/JPEGImages/BloodImage_00073.jpg,11,11,0.0
69,gauss,../dataset/BCCD/JPEGImages/BloodImage_00074.jpg,13,9,-0.3076923076923077
70,gauss,../dataset/BCCD/JPEGImages/BloodImage_00075.jpg,10,12,0.2
71,gauss,../dataset/BCCD/JPEGImages/BloodImage_00076.jpg,11,11,0.0
72,gauss,../dataset/BCCD/JPEGImages/BloodImage_00077.jpg,8,8,0.0
73,gauss,../dataset/BCCD/JPEGImages/BloodImage_00078.jpg,11,10,-0.09090909090909091
74,gauss,../dataset/BCCD/JPEGImages/BloodImage_00079.jpg,15,10,-0.3333333333333333
75,gauss,../dataset/BCCD/JPEGImages/BloodImage_00081.jpg,14,7,-0.5
76,gauss,../dataset/BCCD/JPEGImages/BloodImage_00082.jpg,10,14,0.4
77,gauss,../dataset/BCCD/JPEGImages/BloodImage_00083.jpg,13,10,-0.23076923076923078
78,gauss,../dataset/BCCD/JPEGImages/BloodImage_00086.jpg,10,9,-0.1
79,gauss,../dataset/BCCD/JPEGImages/BloodImage_00087.jpg,7,9,0.2857142857142857
80,gauss,../dataset/BCCD/JPEGImages/BloodImage_00088.jpg,10,11,0.1
81,gauss,../dataset/BCCD/JPEGImages/BloodImage_00089.jpg,10,13,0.3
82,gauss,../dataset/BCCD/JPEGImages/BloodImage_00090.jpg,12,11,-0.08333333333333333
83,gauss,../dataset/BCCD/JPEGImages/BloodImage_00091.jpg,9,4,-0.5555555555555556
84,gauss,../dataset/BCCD/JPEGImages/BloodImage_00092.jpg,12,12,0.0
85,gauss,../dataset/BCCD/JPEGImages/BloodImage_00093.jpg,11,10,-0.09090909090909091
86,gauss,../dataset/BCCD/JPEGImages/BloodImage_00094.jpg,17,20,0.17647058823529413
87,gauss,../dataset/BCCD/JPEGImages/BloodImage_00095.jpg,15,17,0.13333333333333333
88,gauss,../dataset/BCCD/JPEGImages/BloodImage_00097.jpg,16,16,0.0
89,gauss,../dataset/BCCD/JPEGImages/BloodImage_00098.jpg,13,19,0.46153846153846156
90,gauss,../dataset/BCCD/JPEGImages/BloodImage_00099.jpg,15,17,0.13333333333333333
91,gauss,../dataset/BCCD/JPEGImages/BloodImage_00100.jpg,15,15,0.0
92,gauss,../dataset/BCCD/JPEGImages/BloodImage_00101.jpg,13,14,0.07692307692307693
93,gauss,../dataset/BCCD/JPEGImages/BloodImage_00103.jpg,16,15,-0.0625
94,gauss,../dataset/BCCD/JPEGImages/BloodImage_00104.jpg,14,15,0.07142857142857142
95,gauss,../dataset/BCCD/JPEGImages/BloodImage_00106.jpg,15,17,0.13333333333333333
96,gauss,../dataset/BCCD/JPEGImages/BloodImage_00107.jpg,12,16,0.3333333333333333
97,gauss,../dataset/BCCD/JPEGImages/BloodImage_00108.jpg,14,18,0.2857142857142857
98,gauss,../dataset/BCCD/JPEGImages/BloodImage_00109.jpg,11,15,0.36363636363636365
99,gauss,../dataset/BCCD/JPEGImages/BloodImage_00110.jpg,10,12,0.2
100,gauss,../dataset/BCCD/JPEGImages/BloodImage_00111.jpg,15,14,-0.06666666666666667
101,gauss,../dataset/BCCD/JPEGImages/BloodImage_00112.jpg,13,11,-0.15384615384615385
102,gauss,../dataset/BCCD/JPEGImages/BloodImage_00113.jpg,11,20,0.8181818181818182
103,gauss,../dataset/BCCD/JPEGImages/BloodImage_00114.jpg,14,18,0.2857142857142857
104,gauss,../dataset/BCCD/JPEGImages/BloodImage_00115.jpg,14,16,0.14285714285714285
105,gauss,../dataset/BCCD/JPEGImages/BloodImage_00117.jpg,10,11,0.1
106,gauss,../dataset/BCCD/JPEGImages/BloodImage_00120.jpg,9,14,0.5555555555555556
107,gauss,../dataset/BCCD/JPEGImages/BloodImage_00123.jpg,8,12,0.5
108,gauss,../dataset/BCCD/JPEGImages/BloodImage_00124.jpg,10,16,0.6
109,gauss,../dataset/BCCD/JPEGImages/BloodImage_00125.jpg,10,12,0.2
110,gauss,../dataset/BCCD/JPEGImages/BloodImage_00126.jpg,11,13,0.18181818181818182
111,gauss,../dataset/BCCD/JPEGImages/BloodImage_00127.jpg,5,11,1.2
112,gauss,../dataset/BCCD/JPEGImages/BloodImage_00130.jpg,8,14,0.75
113,gauss,../dataset/BCCD/JPEGImages/BloodImage_00132.jpg,7,10,0.42857142857142855
114,gauss,../dataset/BCCD/JPEGImages/BloodImage_00133.jpg,9,10,0.1111111111111111
115,gauss,../dataset/BCCD/JPEGImages/BloodImage_00135.jpg,10,11,0.1
116,gauss,../dataset/BCCD/JPEGImages/BloodImage_00136.jpg,9,13,0.4444444444444444
117,gauss,../dataset/BCCD/JPEGImages/BloodImage_00137.jpg,5,7,0.4
118,gauss,../dataset/BCCD/JPEGImages/BloodImage_00139.jpg,9,17,0.8888888888888888
119,gauss,../dataset/BCCD/JPEGImages/BloodImage_00140.jpg,8,10,0.25
120,gauss,../dataset/BCCD/JPEGImages/BloodImage_00141.jpg,9,15,0.6666666666666666
121,gauss,../dataset/BCCD/JPEGImages/BloodImage_00142.jpg,6,11,0.8333333333333334
122,gauss,../dataset/BCCD/JPEGImages/BloodImage_00143.jpg,5,8,0.6
123,gauss,../dataset/BCCD/JPEGImages/BloodImage_00144.jpg,9,8,-0.1111111111111111
124,gauss,../dataset/BCCD/JPEGImages/BloodImage_00145.jpg,10,15,0.5
125,gauss,../dataset/BCCD/JPEGImages/BloodImage_00148.jpg,4,7,0.75
126,gauss,../dataset/BCCD/JPEGImages/BloodImage_00149.jpg,8,10,0.25
127,gauss,../dataset/BCCD/JPEGImages/BloodImage_00154.jpg,6,12,1.0
128,gauss,../dataset/BCCD/JPEGImages/BloodImage_00156.jpg,9,9,0.0
129,gauss,../dataset/BCCD/JPEGImages/BloodImage_00157.jpg,3,8,1.6666666666666667
130,gauss,../dataset/BCCD/JPEGImages/BloodImage_00158.jpg,5,12,1.4
131,gauss,../dataset/BCCD/JPEGImages/BloodImage_00159.jpg,5,11,1.2
132,gauss,../dataset/BCCD/JPEGImages/BloodImage_00160.jpg,9,16,0.7777777777777778
133,gauss,../dataset/BCCD/JPEGImages/BloodImage_00161.jpg,13,14,0.07692307692307693
134,gauss,../dataset/BCCD/JPEGImages/BloodImage_00162.jpg,11,18,0.6363636363636364
135,gauss,../dataset/BCCD/JPEGImages/BloodImage_00163.jpg,6,12,1.0
136,gauss,../dataset/BCCD/JPEGImages/BloodImage_00164.jpg,10,9,-0.1
137,gauss,../dataset/BCCD/JPEGImages/BloodImage_00165.jpg,10,20,1.0
138,gauss,../dataset/BCCD/JPEGImages/BloodImage_00166.jpg,11,18,0.6363636363636364
139,gauss,../dataset/BCCD/JPEGImages/BloodImage_00167.jpg,14,18,0.2857142857142857
140,gauss,../dataset/BCCD/JPEGImages/BloodImage_00168.jpg,16,18,0.125
141,gauss,../dataset/BCCD/JPEGImages/BloodImage_00169.jpg,16,17,0.0625
142,gauss,../dataset/BCCD/JPEGImages/BloodImage_00170.jpg,13,19,0.46153846153846156
143,gauss,../dataset/BCCD/JPEGImages/BloodImage_00171.jpg,13,21,0.6153846153846154
144,gauss,../dataset/BCCD/JPEGImages/BloodImage_00172.jpg,14,18,0.2857142857142857
145,gauss,../dataset/BCCD/JPEGImages/BloodImage_00174.jpg,13,25,0.9230769230769231
146,gauss,../dataset/BCCD/JPEGImages/BloodImage_00175.jpg,9,15,0.6666666666666666
147,gauss,../dataset/BCCD/JPEGImages/BloodImage_00176.jpg,11,16,0.45454545454545453
148,gauss,../dataset/BCCD/JPEGImages/BloodImage_00177.jpg,11,20,0.8181818181818182
149,gauss,../dataset/BCCD/JPEGImages/BloodImage_00178.jpg,12,21,0.75
150,gauss,../dataset/BCCD/JPEGImages/BloodImage_00179.jpg,12,17,0.4166666666666667
151,gauss,../dataset/BCCD/JPEGImages/BloodImage_00180.jpg,10,18,0.8
152,gauss,../dataset/BCCD/JPEGImages/BloodImage_00182.jpg,9,22,1.4444444444444444
153,gauss,../dataset/BCCD/JPEGImages/BloodImage_00183.jpg,7,15,1.1428571428571428
154,gauss,../dataset/BCCD/JPEGImages/BloodImage_00184.jpg,9,18,1.0
155,gauss,../dataset/BCCD/JPEGImages/BloodImage_00187.jpg,6,18,2.0
156,gauss,../dataset/BCCD/JPEGImages/BloodImage_00189.jpg,13,16,0.23076923076923078
157,gauss,../dataset/BCCD/JPEGImages/BloodImage_00190.jpg,12,16,0.3333333333333333
158,gauss,../dataset/BCCD/JPEGImages/BloodImage_00191.jpg,14,12,-0.14285714285714285
159,gauss,../dataset/BCCD/JPEGImages/BloodImage_00192.jpg,11,17,0.5454545454545454
160,gauss,../dataset/BCCD/JPEGImages/BloodImage_00193.jpg,7,17,1.4285714285714286
161,gauss,../dataset/BCCD/JPEGImages/BloodImage_00195.jpg,10,17,0.7
162,gauss,../dataset/BCCD/JPEGImages/BloodImage_00196.jpg,10,15,0.5
163,gauss,../dataset/BCCD/JPEGImages/BloodImage_00197.jpg,11,17,0.5454545454545454
164,gauss,../dataset/BCCD/JPEGImages/BloodImage_00198.jpg,14,18,0.2857142857142857
165,gauss,../dataset/BCCD/JPEGImages/BloodImage_00199.jpg,10,17,0.7
166,gauss,../dataset/BCCD/JPEGImages/BloodImage_00200.jpg,9,19,1.1111111111111112
167,gauss,../dataset/BCCD/JPEGImages/BloodImage_00201.jpg,9,14,0.5555555555555556
168,gauss,../dataset/BCCD/JPEGImages/BloodImage_00202.jpg,12,17,0.4166666666666667
169,gauss,../dataset/BCCD/JPEGImages/BloodImage_00203.jpg,9,14,0.5555555555555556
170,gauss,../dataset/BCCD/JPEGImages/BloodImage_00204.jpg,14,16,0.14285714285714285
171,gauss,../dataset/BCCD/JPEGImages/BloodImage_00205.jpg,13,20,0.5384615384615384
172,gauss,../dataset/BCCD/JPEGImages/BloodImage_00206.jpg,14,17,0.21428571428571427
173,gauss,../dataset/BCCD/JPEGImages/BloodImage_00207.jpg,11,21,0.9090909090909091
174,gauss,../dataset/BCCD/JPEGImages/BloodImage_00208.jpg,13,19,0.46153846153846156
175,gauss,../dataset/BCCD/JPEGImages/BloodImage_00209.jpg,11,13,0.18181818181818182
176,gauss,../dataset/BCCD/JPEGImages/BloodImage_00210.jpg,12,17,0.4166666666666667
177,gauss,../dataset/BCCD/JPEGImages/BloodImage_00211.jpg,12,15,0.25
178,gauss,../dataset/BCCD/JPEGImages/BloodImage_00212.jpg,13,19,0.46153846153846156
179,gauss,../dataset/BCCD/JPEGImages/BloodImage_00214.jpg,15,15,0.0
180,gauss,../dataset/BCCD/JPEGImages/BloodImage_00215.jpg,13,18,0.38461538461538464
181,gauss,../dataset/BCCD/JPEGImages/BloodImage_00216.jpg,15,21,0.4
182,gauss,../dataset/BCCD/JPEGImages/BloodImage_00217.jpg,12,16,0.3333333333333333
183,gauss,../dataset/BCCD/JPEGImages/BloodImage_00218.jpg,10,18,0.8
184,gauss,../dataset/BCCD/JPEGImages/BloodImage_00219.jpg,8,18,1.25
185,gauss,../dataset/BCCD/JPEGImages/BloodImage_00220.jpg,9,14,0.5555555555555556
186,gauss,../dataset/BCCD/JPEGImages/BloodImage_00221.jpg,10,18,0.8
187,gauss,../dataset/BCCD/JPEGImages/BloodImage_00222.jpg,9,12,0.3333333333333333
188,gauss,../dataset/BCCD/JPEGImages/BloodImage_00223.jpg,12,20,0.6666666666666666
189,gauss,../dataset/BCCD/JPEGImages/BloodImage_00225.jpg,13,18,0.38461538461538464
190,gauss,../dataset/BCCD/JPEGImages/BloodImage_00226.jpg,15,19,0.26666666666666666
191,gauss,../dataset/BCCD/JPEGImages/BloodImage_00227.jpg,11,16,0.45454545454545453
192,gauss,../dataset/BCCD/JPEGImages/BloodImage_00228.jpg,11,16,0.45454545454545453
193,gauss,../dataset/BCCD/JPEGImages/BloodImage_00229.jpg,10,15,0.5
194,gauss,../dataset/BCCD/JPEGImages/BloodImage_00230.jpg,10,18,0.8
195,gauss,../dataset/BCCD/JPEGImages/BloodImage_00231.jpg,8,15,0.875
196,gauss,../dataset/BCCD/JPEGImages/BloodImage_00232.jpg,9,18,1.0
197,gauss,../dataset/BCCD/JPEGImages/BloodImage_00233.jpg,6,14,1.3333333333333333
198,gauss,../dataset/BCCD/JPEGImages/BloodImage_00234.jpg,10,16,0.6
199,gauss,../dataset/BCCD/JPEGImages/BloodImage_00235.jpg,3,15,4.0
200,gauss,../dataset/BCCD/JPEGImages/BloodImage_00236.jpg,6,18,2.0
201,gauss,../dataset/BCCD/JPEGImages/BloodImage_00237.jpg,11,15,0.36363636363636365
202,gauss,../dataset/BCCD/JPEGImages/BloodImage_00239.jpg,11,18,0.6363636363636364
203,gauss,../dataset/BCCD/JPEGImages/BloodImage_00240.jpg,8,17,1.125
204,gauss,../dataset/BCCD/JPEGImages/BloodImage_00241.jpg,6,19,2.1666666666666665
205,gauss,../dataset/BCCD/JPEGImages/BloodImage_00242.jpg,14,21,0.5
206,gauss,../dataset/BCCD/JPEGImages/BloodImage_00243.jpg,11,20,0.8181818181818182
207,gauss,../dataset/BCCD/JPEGImages/BloodImage_00244.jpg,14,23,0.6428571428571429
208,gauss,../dataset/BCCD/JPEGImages/BloodImage_00245.jpg,15,22,0.4666666666666667
209,gauss,../dataset/BCCD/JPEGImages/BloodImage_00246.jpg,12,20,0.6666666666666666
210,gauss,../dataset/BCCD/JPEGImages/BloodImage_00247.jpg,13,25,0.9230769230769231
211,gauss,../dataset/BCCD/JPEGImages/BloodImage_00248.jpg,11,15,0.36363636363636365
212,gauss,../dataset/BCCD/JPEGImages/BloodImage_00251.jpg,8,19,1.375
213,gauss,../dataset/BCCD/JPEGImages/BloodImage_00252.jpg,9,17,0.8888888888888888
214,gauss,../dataset/BCCD/JPEGImages/BloodImage_00253.jpg,9,17,0.8888888888888888
215,gauss,../dataset/BCCD/JPEGImages/BloodImage_00254.jpg,9,11,0.2222222222222222
216,gauss,../dataset/BCCD/JPEGImages/BloodImage_00255.jpg,11,24,1.1818181818181819
217,gauss,../dataset/BCCD/JPEGImages/BloodImage_00256.jpg,5,18,2.6
218,gauss,../dataset/BCCD/JPEGImages/BloodImage_00257.jpg,7,19,1.7142857142857142
219,gauss,../dataset/BCCD/JPEGImages/BloodImage_00259.jpg,7,14,1.0
220,gauss,../dataset/BCCD/JPEGImages/BloodImage_00260.jpg,5,17,2.4
221,gauss,../dataset/BCCD/JPEGImages/BloodImage_00261.jpg,8,20,1.5
222,gauss,../dataset/BCCD/JPEGImages/BloodImage_00262.jpg,9,16,0.7777777777777778
223,gauss,../dataset/BCCD/JPEGImages/BloodImage_00263.jpg,12,19,0.5833333333333334
224,gauss,../dataset/BCCD/JPEGImages/BloodImage_00264.jpg,13,20,0.5384615384615384
225,gauss,../dataset/BCCD/JPEGImages/BloodImage_00265.jpg,10,19,0.9
226,gauss,../dataset/BCCD/JPEGImages/BloodImage_00266.jpg,12,14,0.16666666666666666
227,gauss,../dataset/BCCD/JPEGImages/BloodImage_00269.jpg,8,17,1.125
228,gauss,../dataset/BCCD/JPEGImages/BloodImage_00270.jpg,3,18,5.0
229,gauss,../dataset/BCCD/JPEGImages/BloodImage_00271.jpg,11,15,0.36363636363636365
230,gauss,../dataset/BCCD/JPEGImages/BloodImage_00272.jpg,13,20,0.5384615384615384
231,gauss,../dataset/BCCD/JPEGImages/BloodImage_00273.jpg,12,18,0.5
232,gauss,../dataset/BCCD/JPEGImages/BloodImage_00274.jpg,6,13,1.1666666666666667
233,gauss,../dataset/BCCD/JPEGImages/BloodImage_00275.jpg,14,19,0.35714285714285715
234,gauss,../dataset/BCCD/JPEGImages/BloodImage_00276.jpg,12,15,0.25
235,gauss,../dataset/BCCD/JPEGImages/BloodImage_00277.jpg,13,18,0.38461538461538464
236,gauss,../dataset/BCCD/JPEGImages/BloodImage_00278.jpg,12,13,0.08333333333333333
237,gauss,../dataset/BCCD/JPEGImages/BloodImage_00279.jpg,13,16,0.23076923076923078
238,gauss,../dataset/BCCD/JPEGImages/BloodImage_00281.jpg,10,9,-0.1
239,gauss,../dataset/BCCD/JPEGImages/BloodImage_00282.jpg,14,16,0.14285714285714285
240,gauss,../dataset/BCCD/JPEGImages/BloodImage_00283.jpg,12,13,0.08333333333333333
241,gauss,../dataset/BCCD/JPEGImages/BloodImage_00284.jpg,10,17,0.7
242,gauss,../dataset/BCCD/JPEGImages/BloodImage_00285.jpg,11,17,0.5454545454545454
243,gauss,../dataset/BCCD/JPEGImages/BloodImage_00287.jpg,14,22,0.5714285714285714
244,gauss,../dataset/BCCD/JPEGImages/BloodImage_00288.jpg,18,22,0.2222222222222222
245,gauss,../dataset/BCCD/JPEGImages/BloodImage_00289.jpg,10,23,1.3
246,gauss,../dataset/BCCD/JPEGImages/BloodImage_00290.jpg,11,23,1.0909090909090908
247,gauss,../dataset/BCCD/JPEGImages/BloodImage_00291.jpg,9,24,1.6666666666666667
248,gauss,../dataset/BCCD/JPEGImages/BloodImage_00292.jpg,13,21,0.6153846153846154
249,gauss,../dataset/BCCD/JPEGImages/BloodImage_00293.jpg,10,15,0.5
250,gauss,../dataset/BCCD/JPEGImages/BloodImage_00294.jpg,10,20,1.0
251,gauss,../dataset/BCCD/JPEGImages/BloodImage_00295.jpg,11,15,0.36363636363636365
252,gauss,../dataset/BCCD/JPEGImages/BloodImage_00296.jpg,12,18,0.5
253,gauss,../dataset/BCCD/JPEGImages/BloodImage_00297.jpg,9,17,0.8888888888888888
254,gauss,../dataset/BCCD/JPEGImages/BloodImage_00298.jpg,9,17,0.8888888888888888
255,gauss,../dataset/BCCD/JPEGImages/BloodImage_00299.jpg,8,19,1.375
256,gauss,../dataset/BCCD/JPEGImages/BloodImage_00300.jpg,13,22,0.6923076923076923
257,gauss,../dataset/BCCD/JPEGImages/BloodImage_00301.jpg,13,19,0.46153846153846156
258,gauss,../dataset/BCCD/JPEGImages/BloodImage_00302.jpg,12,10,-0.16666666666666666
259,gauss,../dataset/BCCD/JPEGImages/BloodImage_00304.jpg,11,16,0.45454545454545453
260,gauss,../dataset/BCCD/JPEGImages/BloodImage_00305.jpg,13,17,0.3076923076923077
261,gauss,../dataset/BCCD/JPEGImages/BloodImage_00307.jpg,12,14,0.16666666666666666
262,gauss,../dataset/BCCD/JPEGImages/BloodImage_00308.jpg,11,17,0.5454545454545454
263,gauss,../dataset/BCCD/JPEGImages/BloodImage_00309.jpg,12,18,0.5
264,gauss,../dataset/BCCD/JPEGImages/BloodImage_00310.jpg,11,15,0.36363636363636365
265,gauss,../dataset/BCCD/JPEGImages/BloodImage_00311.jpg,8,19,1.375
266,gauss,../dataset/BCCD/JPEGImages/BloodImage_00312.jpg,7,14,1.0
267,gauss,../dataset/BCCD/JPEGImages/BloodImage_00313.jpg,10,16,0.6
268,gauss,../dataset/BCCD/JPEGImages/BloodImage_00314.jpg,10,17,0.7
269,gauss,../dataset/BCCD/JPEGImages/BloodImage_00315.jpg,10,13,0.3
270,gauss,../dataset/BCCD/JPEGImages/BloodImage_00317.jpg,13,20,0.5384615384615384
271,gauss,../dataset/BCCD/JPEGImages/BloodImage_00318.jpg,11,18,0.6363636363636364
272,gauss,../dataset/BCCD/JPEGImages/BloodImage_00319.jpg,10,20,1.0
273,gauss,../dataset/BCCD/JPEGImages/BloodImage_00320.jpg,11,19,0.7272727272727273
274,gauss,../dataset/BCCD/JPEGImages/BloodImage_00323.jpg,5,22,3.4
275,gauss,../dataset/BCCD/JPEGImages/BloodImage_00324.jpg,11,16,0.45454545454545453
276,gauss,../dataset/BCCD/JPEGImages/BloodImage_00325.jpg,11,19,0.7272727272727273
277,gauss,../dataset/BCCD/JPEGImages/BloodImage_00326.jpg,10,20,1.0
278,gauss,../dataset/BCCD/JPEGImages/BloodImage_00331.jpg,14,24,0.7142857142857143
279,gauss,../dataset/BCCD/JPEGImages/BloodImage_00332.jpg,9,25,1.7777777777777777
280,gauss,../dataset/BCCD/JPEGImages/BloodImage_00333.jpg,14,21,0.5
281,gauss,../dataset/BCCD/JPEGImages/BloodImage_00334.jpg,10,18,0.8
282,gauss,../dataset/BCCD/JPEGImages/BloodImage_00335.jpg,11,20,0.8181818181818182
283,gauss,../dataset/BCCD/JPEGImages/BloodImage_00336.jpg,10,15,0.5
284,gauss,../dataset/BCCD/JPEGImages/BloodImage_00337.jpg,13,21,0.6153846153846154
285,gauss,../dataset/BCCD/JPEGImages/BloodImage_00338.jpg,13,18,0.38461538461538464
286,gauss,../dataset/BCCD/JPEGImages/BloodImage_00339.jpg,15,24,0.6
287,gauss,../dataset/BCCD/JPEGImages/BloodImage_00340.jpg,11,14,0.2727272727272727
288,gauss,../dataset/BCCD/JPEGImages/BloodImage_00341.jpg,9,17,0.8888888888888888
289,gauss,../dataset/BCCD/JPEGImages/BloodImage_00342.jpg,8,17,1.125
290,gauss,../dataset/BCCD/JPEGImages/BloodImage_00343.jpg,9,18,1.0
291,gauss,../dataset/BCCD/JPEGImages/BloodImage_00344.jpg,12,19,0.5833333333333334
292,gauss,../dataset/BCCD/JPEGImages/BloodImage_00345.jpg,12,19,0.5833333333333334
293,gauss,../dataset/BCCD/JPEGImages/BloodImage_00346.jpg,13,18,0.38461538461538464
